load3,load2,load1,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13
4375,2187.5,1458.333333,2287.5,1608.333333,2287.5,2187.5,1458.333333,2287.5,1608.333333,1458.333333,2287.5,1608.333333
3110,1555,1036.666667,1655,1186.666667,1655,1555,1036.666667,1655,1186.666667,1036.666667,1655,1186.666667
1865,932.5,621.6666667,1032.5,771.6666667,1032.5,932.5,621.6666667,1032.5,771.6666667,621.6666667,1032.5,771.6666667
620,310,206.6666667,410,356.6666667,410,310,206.6666667,410,356.6666667,206.6666667,410,356.6666667
620,310,206.6666667,410,356.6666667,410,310,206.6666667,410,356.6666667,206.6666667,410,356.6666667
620,310,206.6666667,410,356.6666667,410,310,206.6666667,410,356.6666667,206.6666667,410,356.6666667
615,307.5,205,407.5,355,407.5,307.5,205,407.5,355,205,407.5,355
610,305,203.3333333,405,353.3333333,405,305,203.3333333,405,353.3333333,203.3333333,405,353.3333333
590,295,196.6666667,395,346.6666667,395,295,196.6666667,395,346.6666667,196.6666667,395,346.6666667
570,285,190,385,340,385,285,190,385,340,190,385,340
620,310,206.6666667,410,356.6666667,410,310,206.6666667,410,356.6666667,206.6666667,410,356.6666667
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
700,350,233.3333333,450,383.3333333,450,350,233.3333333,450,383.3333333,233.3333333,450,383.3333333
730,365,243.3333333,465,393.3333333,465,365,243.3333333,465,393.3333333,243.3333333,465,393.3333333
780,390,260,490,410,490,390,260,490,410,260,490,410
830,415,276.6666667,515,426.6666667,515,415,276.6666667,515,426.6666667,276.6666667,515,426.6666667
810,405,270,505,420,505,405,270,505,420,270,505,420
790,395,263.3333333,495,413.3333333,495,395,263.3333333,495,413.3333333,263.3333333,495,413.3333333
775,387.5,258.3333333,487.5,408.3333333,487.5,387.5,258.3333333,487.5,408.3333333,258.3333333,487.5,408.3333333
760,380,253.3333333,480,403.3333333,480,380,253.3333333,480,403.3333333,253.3333333,480,403.3333333
755,377.5,251.6666667,477.5,401.6666667,477.5,377.5,251.6666667,477.5,401.6666667,251.6666667,477.5,401.6666667
750,375,250,475,400,475,375,250,475,400,250,475,400
735,367.5,245,467.5,395,467.5,367.5,245,467.5,395,245,467.5,395
720,360,240,460,390,460,360,240,460,390,240,460,390
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
620,310,206.6666667,410,356.6666667,410,310,206.6666667,410,356.6666667,206.6666667,410,356.6666667
620,310,206.6666667,410,356.6666667,410,310,206.6666667,410,356.6666667,206.6666667,410,356.6666667
620,310,206.6666667,410,356.6666667,410,310,206.6666667,410,356.6666667,206.6666667,410,356.6666667
625,312.5,208.3333333,412.5,358.3333333,412.5,312.5,208.3333333,412.5,358.3333333,208.3333333,412.5,358.3333333
630,315,210,415,360,415,315,210,415,360,210,415,360
600,300,200,400,350,400,300,200,400,350,200,400,350
570,285,190,385,340,385,285,190,385,340,190,385,340
465,232.5,155,332.5,305,332.5,232.5,155,332.5,305,155,332.5,305
360,180,120,280,270,280,180,120,280,270,120,280,270
285,142.5,95,242.5,245,242.5,142.5,95,242.5,245,95,242.5,245
210,105,70,205,220,205,105,70,205,220,70,205,220
205,102.5,68.33333333,202.5,218.3333333,202.5,102.5,68.33333333,202.5,218.3333333,68.33333333,202.5,218.3333333
200,100,66.66666667,200,216.6666667,200,100,66.66666667,200,216.6666667,66.66666667,200,216.6666667
195,97.5,65,197.5,215,197.5,97.5,65,197.5,215,65,197.5,215
190,95,63.33333333,195,213.3333333,195,95,63.33333333,195,213.3333333,63.33333333,195,213.3333333
185,92.5,61.66666667,192.5,211.6666667,192.5,92.5,61.66666667,192.5,211.6666667,61.66666667,192.5,211.6666667
180,90,60,190,210,190,90,60,190,210,60,190,210
205,102.5,68.33333333,202.5,218.3333333,202.5,102.5,68.33333333,202.5,218.3333333,68.33333333,202.5,218.3333333
230,115,76.66666667,215,226.6666667,215,115,76.66666667,215,226.6666667,76.66666667,215,226.6666667
215,107.5,71.66666667,207.5,221.6666667,207.5,107.5,71.66666667,207.5,221.6666667,71.66666667,207.5,221.6666667
200,100,66.66666667,200,216.6666667,200,100,66.66666667,200,216.6666667,66.66666667,200,216.6666667
195,97.5,65,197.5,215,197.5,97.5,65,197.5,215,65,197.5,215
190,95,63.33333333,195,213.3333333,195,95,63.33333333,195,213.3333333,63.33333333,195,213.3333333
215,107.5,71.66666667,207.5,221.6666667,207.5,107.5,71.66666667,207.5,221.6666667,71.66666667,207.5,221.6666667
240,120,80,220,230,220,120,80,220,230,80,220,230
2080,1040,693.3333333,1140,843.3333333,1140,1040,693.3333333,1140,843.3333333,693.3333333,1140,843.3333333
3920,1960,1306.666667,2060,1456.666667,2060,1960,1306.666667,2060,1456.666667,1306.666667,2060,1456.666667
4515,2257.5,1505,2357.5,1655,2357.5,2257.5,1505,2357.5,1655,1505,2357.5,1655
5110,2555,1703.333333,2655,1853.333333,2655,2555,1703.333333,2655,1853.333333,1703.333333,2655,1853.333333
4580,2290,1526.666667,2390,1676.666667,2390,2290,1526.666667,2390,1676.666667,1526.666667,2390,1676.666667
4050,2025,1350,2125,1500,2125,2025,1350,2125,1500,1350,2125,1500
2185,1092.5,728.3333333,1192.5,878.3333333,1192.5,1092.5,728.3333333,1192.5,878.3333333,728.3333333,1192.5,878.3333333
320,160,106.6666667,260,256.6666667,260,160,106.6666667,260,256.6666667,106.6666667,260,256.6666667
355,177.5,118.3333333,277.5,268.3333333,277.5,177.5,118.3333333,277.5,268.3333333,118.3333333,277.5,268.3333333
390,195,130,295,280,295,195,130,295,280,130,295,280
410,205,136.6666667,305,286.6666667,305,205,136.6666667,305,286.6666667,136.6666667,305,286.6666667
430,215,143.3333333,315,293.3333333,315,215,143.3333333,315,293.3333333,143.3333333,315,293.3333333
420,210,140,310,290,310,210,140,310,290,140,310,290
410,205,136.6666667,305,286.6666667,305,205,136.6666667,305,286.6666667,136.6666667,305,286.6666667
410,205,136.6666667,305,286.6666667,305,205,136.6666667,305,286.6666667,136.6666667,305,286.6666667
410,205,136.6666667,305,286.6666667,305,205,136.6666667,305,286.6666667,136.6666667,305,286.6666667
360,180,120,280,270,280,180,120,280,270,120,280,270
310,155,103.3333333,255,253.3333333,255,155,103.3333333,255,253.3333333,103.3333333,255,253.3333333
305,152.5,101.6666667,252.5,251.6666667,252.5,152.5,101.6666667,252.5,251.6666667,101.6666667,252.5,251.6666667
300,150,100,250,250,250,150,100,250,250,100,250,250
265,132.5,88.33333333,232.5,238.3333333,232.5,132.5,88.33333333,232.5,238.3333333,88.33333333,232.5,238.3333333
230,115,76.66666667,215,226.6666667,215,115,76.66666667,215,226.6666667,76.66666667,215,226.6666667
215,107.5,71.66666667,207.5,221.6666667,207.5,107.5,71.66666667,207.5,221.6666667,71.66666667,207.5,221.6666667
200,100,66.66666667,200,216.6666667,200,100,66.66666667,200,216.6666667,66.66666667,200,216.6666667
190,95,63.33333333,195,213.3333333,195,95,63.33333333,195,213.3333333,63.33333333,195,213.3333333
180,90,60,190,210,190,90,60,190,210,60,190,210
155,77.5,51.66666667,177.5,201.6666667,177.5,77.5,51.66666667,177.5,201.6666667,51.66666667,177.5,201.6666667
130,65,43.33333333,165,193.3333333,165,65,43.33333333,165,193.3333333,43.33333333,165,193.3333333
105,52.5,35,152.5,185,152.5,52.5,35,152.5,185,35,152.5,185
80,40,26.66666667,140,176.6666667,140,40,26.66666667,140,176.6666667,26.66666667,140,176.6666667
80,40,26.66666667,140,176.6666667,140,40,26.66666667,140,176.6666667,26.66666667,140,176.6666667
80,40,26.66666667,140,176.6666667,140,40,26.66666667,140,176.6666667,26.66666667,140,176.6666667
95,47.5,31.66666667,147.5,181.6666667,147.5,47.5,31.66666667,147.5,181.6666667,31.66666667,147.5,181.6666667
110,55,36.66666667,155,186.6666667,155,55,36.66666667,155,186.6666667,36.66666667,155,186.6666667
120,60,40,160,190,160,60,40,160,190,40,160,190
130,65,43.33333333,165,193.3333333,165,65,43.33333333,165,193.3333333,43.33333333,165,193.3333333
135,67.5,45,167.5,195,167.5,67.5,45,167.5,195,45,167.5,195
140,70,46.66666667,170,196.6666667,170,70,46.66666667,170,196.6666667,46.66666667,170,196.6666667
135,67.5,45,167.5,195,167.5,67.5,45,167.5,195,45,167.5,195
130,65,43.33333333,165,193.3333333,165,65,43.33333333,165,193.3333333,43.33333333,165,193.3333333
140,70,46.66666667,170,196.6666667,170,70,46.66666667,170,196.6666667,46.66666667,170,196.6666667
150,75,50,175,200,175,75,50,175,200,50,175,200
150,75,50,175,200,175,75,50,175,200,50,175,200
150,75,50,175,200,175,75,50,175,200,50,175,200
160,80,53.33333333,180,203.3333333,180,80,53.33333333,180,203.3333333,53.33333333,180,203.3333333
170,85,56.66666667,185,206.6666667,185,85,56.66666667,185,206.6666667,56.66666667,185,206.6666667
165,82.5,55,182.5,205,182.5,82.5,55,182.5,205,55,182.5,205
160,80,53.33333333,180,203.3333333,180,80,53.33333333,180,203.3333333,53.33333333,180,203.3333333
180,90,60,190,210,190,90,60,190,210,60,190,210
200,100,66.66666667,200,216.6666667,200,100,66.66666667,200,216.6666667,66.66666667,200,216.6666667
195,97.5,65,197.5,215,197.5,97.5,65,197.5,215,65,197.5,215
190,95,63.33333333,195,213.3333333,195,95,63.33333333,195,213.3333333,63.33333333,195,213.3333333
185,92.5,61.66666667,192.5,211.6666667,192.5,92.5,61.66666667,192.5,211.6666667,61.66666667,192.5,211.6666667
180,90,60,190,210,190,90,60,190,210,60,190,210
265,132.5,88.33333333,232.5,238.3333333,232.5,132.5,88.33333333,232.5,238.3333333,88.33333333,232.5,238.3333333
350,175,116.6666667,275,266.6666667,275,175,116.6666667,275,266.6666667,116.6666667,275,266.6666667
2885,1442.5,961.6666667,1542.5,1111.666667,1542.5,1442.5,961.6666667,1542.5,1111.666667,961.6666667,1542.5,1111.666667
5420,2710,1806.666667,2810,1956.666667,2810,2710,1806.666667,2810,1956.666667,1806.666667,2810,1956.666667
5420,2710,1806.666667,2810,1956.666667,2810,2710,1806.666667,2810,1956.666667,1806.666667,2810,1956.666667
5420,2710,1806.666667,2810,1956.666667,2810,2710,1806.666667,2810,1956.666667,1806.666667,2810,1956.666667
4205,2102.5,1401.666667,2202.5,1551.666667,2202.5,2102.5,1401.666667,2202.5,1551.666667,1401.666667,2202.5,1551.666667
2990,1495,996.6666667,1595,1146.666667,1595,1495,996.6666667,1595,1146.666667,996.6666667,1595,1146.666667
1755,877.5,585,977.5,735,977.5,877.5,585,977.5,735,585,977.5,735
520,260,173.3333333,360,323.3333333,360,260,173.3333333,360,323.3333333,173.3333333,360,323.3333333
520,260,173.3333333,360,323.3333333,360,260,173.3333333,360,323.3333333,173.3333333,360,323.3333333
520,260,173.3333333,360,323.3333333,360,260,173.3333333,360,323.3333333,173.3333333,360,323.3333333
510,255,170,355,320,355,255,170,355,320,170,355,320
500,250,166.6666667,350,316.6666667,350,250,166.6666667,350,316.6666667,166.6666667,350,316.6666667
500,250,166.6666667,350,316.6666667,350,250,166.6666667,350,316.6666667,166.6666667,350,316.6666667
500,250,166.6666667,350,316.6666667,350,250,166.6666667,350,316.6666667,166.6666667,350,316.6666667
450,225,150,325,300,325,225,150,325,300,150,325,300
400,200,133.3333333,300,283.3333333,300,200,133.3333333,300,283.3333333,133.3333333,300,283.3333333
305,152.5,101.6666667,252.5,251.6666667,252.5,152.5,101.6666667,252.5,251.6666667,101.6666667,252.5,251.6666667
210,105,70,205,220,205,105,70,205,220,70,205,220
195,97.5,65,197.5,215,197.5,97.5,65,197.5,215,65,197.5,215
180,90,60,190,210,190,90,60,190,210,60,190,210
195,97.5,65,197.5,215,197.5,97.5,65,197.5,215,65,197.5,215
210,105,70,205,220,205,105,70,205,220,70,205,220
205,102.5,68.33333333,202.5,218.3333333,202.5,102.5,68.33333333,202.5,218.3333333,68.33333333,202.5,218.3333333
200,100,66.66666667,200,216.6666667,200,100,66.66666667,200,216.6666667,66.66666667,200,216.6666667
195,97.5,65,197.5,215,197.5,97.5,65,197.5,215,65,197.5,215
190,95,63.33333333,195,213.3333333,195,95,63.33333333,195,213.3333333,63.33333333,195,213.3333333
180,90,60,190,210,190,90,60,190,210,60,190,210
170,85,56.66666667,185,206.6666667,185,85,56.66666667,185,206.6666667,56.66666667,185,206.6666667
170,85,56.66666667,185,206.6666667,185,85,56.66666667,185,206.6666667,56.66666667,185,206.6666667
170,85,56.66666667,185,206.6666667,185,85,56.66666667,185,206.6666667,56.66666667,185,206.6666667
165,82.5,55,182.5,205,182.5,82.5,55,182.5,205,55,182.5,205
160,80,53.33333333,180,203.3333333,180,80,53.33333333,180,203.3333333,53.33333333,180,203.3333333
160,80,53.33333333,180,203.3333333,180,80,53.33333333,180,203.3333333,53.33333333,180,203.3333333
160,80,53.33333333,180,203.3333333,180,80,53.33333333,180,203.3333333,53.33333333,180,203.3333333
160,80,53.33333333,180,203.3333333,180,80,53.33333333,180,203.3333333,53.33333333,180,203.3333333
160,80,53.33333333,180,203.3333333,180,80,53.33333333,180,203.3333333,53.33333333,180,203.3333333
160,80,53.33333333,180,203.3333333,180,80,53.33333333,180,203.3333333,53.33333333,180,203.3333333
160,80,53.33333333,180,203.3333333,180,80,53.33333333,180,203.3333333,53.33333333,180,203.3333333
155,77.5,51.66666667,177.5,201.6666667,177.5,77.5,51.66666667,177.5,201.6666667,51.66666667,177.5,201.6666667
150,75,50,175,200,175,75,50,175,200,50,175,200
145,72.5,48.33333333,172.5,198.3333333,172.5,72.5,48.33333333,172.5,198.3333333,48.33333333,172.5,198.3333333
140,70,46.66666667,170,196.6666667,170,70,46.66666667,170,196.6666667,46.66666667,170,196.6666667
170,85,56.66666667,185,206.6666667,185,85,56.66666667,185,206.6666667,56.66666667,185,206.6666667
200,100,66.66666667,200,216.6666667,200,100,66.66666667,200,216.6666667,66.66666667,200,216.6666667
215,107.5,71.66666667,207.5,221.6666667,207.5,107.5,71.66666667,207.5,221.6666667,71.66666667,207.5,221.6666667
230,115,76.66666667,215,226.6666667,215,115,76.66666667,215,226.6666667,76.66666667,215,226.6666667
225,112.5,75,212.5,225,212.5,112.5,75,212.5,225,75,212.5,225
220,110,73.33333333,210,223.3333333,210,110,73.33333333,210,223.3333333,73.33333333,210,223.3333333
250,125,83.33333333,225,233.3333333,225,125,83.33333333,225,233.3333333,83.33333333,225,233.3333333
280,140,93.33333333,240,243.3333333,240,140,93.33333333,240,243.3333333,93.33333333,240,243.3333333
380,190,126.6666667,290,276.6666667,290,190,126.6666667,290,276.6666667,126.6666667,290,276.6666667
480,240,160,340,310,340,240,160,340,310,160,340,310
550,275,183.3333333,375,333.3333333,375,275,183.3333333,375,333.3333333,183.3333333,375,333.3333333
620,310,206.6666667,410,356.6666667,410,310,206.6666667,410,356.6666667,206.6666667,410,356.6666667
675,337.5,225,437.5,375,437.5,337.5,225,437.5,375,225,437.5,375
730,365,243.3333333,465,393.3333333,465,365,243.3333333,465,393.3333333,243.3333333,465,393.3333333
2620,1310,873.3333333,1410,1023.333333,1410,1310,873.3333333,1410,1023.333333,873.3333333,1410,1023.333333
4510,2255,1503.333333,2355,1653.333333,2355,2255,1503.333333,2355,1653.333333,1503.333333,2355,1653.333333
5125,2562.5,1708.333333,2662.5,1858.333333,2662.5,2562.5,1708.333333,2662.5,1858.333333,1708.333333,2662.5,1858.333333
5740,2870,1913.333333,2970,2063.333333,2970,2870,1913.333333,2970,2063.333333,1913.333333,2970,2063.333333
5070,2535,1690,2635,1840,2635,2535,1690,2635,1840,1690,2635,1840
4400,2200,1466.666667,2300,1616.666667,2300,2200,1466.666667,2300,1616.666667,1466.666667,2300,1616.666667
2530,1265,843.3333333,1365,993.3333333,1365,1265,843.3333333,1365,993.3333333,843.3333333,1365,993.3333333
660,330,220,430,370,430,330,220,430,370,220,430,370
635,317.5,211.6666667,417.5,361.6666667,417.5,317.5,211.6666667,417.5,361.6666667,211.6666667,417.5,361.6666667
610,305,203.3333333,405,353.3333333,405,305,203.3333333,405,353.3333333,203.3333333,405,353.3333333
560,280,186.6666667,380,336.6666667,380,280,186.6666667,380,336.6666667,186.6666667,380,336.6666667
510,255,170,355,320,355,255,170,355,320,170,355,320
515,257.5,171.6666667,357.5,321.6666667,357.5,257.5,171.6666667,357.5,321.6666667,171.6666667,357.5,321.6666667
520,260,173.3333333,360,323.3333333,360,260,173.3333333,360,323.3333333,173.3333333,360,323.3333333
505,252.5,168.3333333,352.5,318.3333333,352.5,252.5,168.3333333,352.5,318.3333333,168.3333333,352.5,318.3333333
490,245,163.3333333,345,313.3333333,345,245,163.3333333,345,313.3333333,163.3333333,345,313.3333333
435,217.5,145,317.5,295,317.5,217.5,145,317.5,295,145,317.5,295
380,190,126.6666667,290,276.6666667,290,190,126.6666667,290,276.6666667,126.6666667,290,276.6666667
285,142.5,95,242.5,245,242.5,142.5,95,242.5,245,95,242.5,245
190,95,63.33333333,195,213.3333333,195,95,63.33333333,195,213.3333333,63.33333333,195,213.3333333
205,102.5,68.33333333,202.5,218.3333333,202.5,102.5,68.33333333,202.5,218.3333333,68.33333333,202.5,218.3333333
220,110,73.33333333,210,223.3333333,210,110,73.33333333,210,223.3333333,73.33333333,210,223.3333333
285,142.5,95,242.5,245,242.5,142.5,95,242.5,245,95,242.5,245
350,175,116.6666667,275,266.6666667,275,175,116.6666667,275,266.6666667,116.6666667,275,266.6666667
350,175,116.6666667,275,266.6666667,275,175,116.6666667,275,266.6666667,116.6666667,275,266.6666667
350,175,116.6666667,275,266.6666667,275,175,116.6666667,275,266.6666667,116.6666667,275,266.6666667
245,122.5,81.66666667,222.5,231.6666667,222.5,122.5,81.66666667,222.5,231.6666667,81.66666667,222.5,231.6666667
140,70,46.66666667,170,196.6666667,170,70,46.66666667,170,196.6666667,46.66666667,170,196.6666667
110,55,36.66666667,155,186.6666667,155,55,36.66666667,155,186.6666667,36.66666667,155,186.6666667
80,40,26.66666667,140,176.6666667,140,40,26.66666667,140,176.6666667,26.66666667,140,176.6666667
70,35,23.33333333,135,173.3333333,135,35,23.33333333,135,173.3333333,23.33333333,135,173.3333333
60,30,20,130,170,130,30,20,130,170,20,130,170
65,32.5,21.66666667,132.5,171.6666667,132.5,32.5,21.66666667,132.5,171.6666667,21.66666667,132.5,171.6666667
70,35,23.33333333,135,173.3333333,135,35,23.33333333,135,173.3333333,23.33333333,135,173.3333333
230,115,76.66666667,215,226.6666667,215,115,76.66666667,215,226.6666667,76.66666667,215,226.6666667
390,195,130,295,280,295,195,130,295,280,130,295,280
435,217.5,145,317.5,295,317.5,217.5,145,317.5,295,145,317.5,295
480,240,160,340,310,340,240,160,340,310,160,340,310
480,240,160,340,310,340,240,160,340,310,160,340,310
480,240,160,340,310,340,240,160,340,310,160,340,310
470,235,156.6666667,335,306.6666667,335,235,156.6666667,335,306.6666667,156.6666667,335,306.6666667
460,230,153.3333333,330,303.3333333,330,230,153.3333333,330,303.3333333,153.3333333,330,303.3333333
420,210,140,310,290,310,210,140,310,290,140,310,290
380,190,126.6666667,290,276.6666667,290,190,126.6666667,290,276.6666667,126.6666667,290,276.6666667
280,140,93.33333333,240,243.3333333,240,140,93.33333333,240,243.3333333,93.33333333,240,243.3333333
180,90,60,190,210,190,90,60,190,210,60,190,210
325,162.5,108.3333333,262.5,258.3333333,262.5,162.5,108.3333333,262.5,258.3333333,108.3333333,262.5,258.3333333
470,235,156.6666667,335,306.6666667,335,235,156.6666667,335,306.6666667,156.6666667,335,306.6666667
560,280,186.6666667,380,336.6666667,380,280,186.6666667,380,336.6666667,186.6666667,380,336.6666667
650,325,216.6666667,425,366.6666667,425,325,216.6666667,425,366.6666667,216.6666667,425,366.6666667
600,300,200,400,350,400,300,200,400,350,200,400,350
550,275,183.3333333,375,333.3333333,375,275,183.3333333,375,333.3333333,183.3333333,375,333.3333333
525,262.5,175,362.5,325,362.5,262.5,175,362.5,325,175,362.5,325
500,250,166.6666667,350,316.6666667,350,250,166.6666667,350,316.6666667,166.6666667,350,316.6666667
515,257.5,171.6666667,357.5,321.6666667,357.5,257.5,171.6666667,357.5,321.6666667,171.6666667,357.5,321.6666667
530,265,176.6666667,365,326.6666667,365,265,176.6666667,365,326.6666667,176.6666667,365,326.6666667
2425,1212.5,808.3333333,1312.5,958.3333333,1312.5,1212.5,808.3333333,1312.5,958.3333333,808.3333333,1312.5,958.3333333
4320,2160,1440,2260,1590,2260,2160,1440,2260,1590,1440,2260,1590
4925,2462.5,1641.666667,2562.5,1791.666667,2562.5,2462.5,1641.666667,2562.5,1791.666667,1641.666667,2562.5,1791.666667
5530,2765,1843.333333,2865,1993.333333,2865,2765,1843.333333,2865,1993.333333,1843.333333,2865,1993.333333
5535,2767.5,1845,2867.5,1995,2867.5,2767.5,1845,2867.5,1995,1845,2867.5,1995
5540,2770,1846.666667,2870,1996.666667,2870,2770,1846.666667,2870,1996.666667,1846.666667,2870,1996.666667
3505,1752.5,1168.333333,1852.5,1318.333333,1852.5,1752.5,1168.333333,1852.5,1318.333333,1168.333333,1852.5,1318.333333
1470,735,490,835,640,835,735,490,835,640,490,835,640
795,397.5,265,497.5,415,497.5,397.5,265,497.5,415,265,497.5,415
120,60,40,160,190,160,60,40,160,190,40,160,190
140,70,46.66666667,170,196.6666667,170,70,46.66666667,170,196.6666667,46.66666667,170,196.6666667
160,80,53.33333333,180,203.3333333,180,80,53.33333333,180,203.3333333,53.33333333,180,203.3333333
155,77.5,51.66666667,177.5,201.6666667,177.5,77.5,51.66666667,177.5,201.6666667,51.66666667,177.5,201.6666667
150,75,50,175,200,175,75,50,175,200,50,175,200
120,60,40,160,190,160,60,40,160,190,40,160,190
90,45,30,145,180,145,45,30,145,180,30,145,180
85,42.5,28.33333333,142.5,178.3333333,142.5,42.5,28.33333333,142.5,178.3333333,28.33333333,142.5,178.3333333
80,40,26.66666667,140,176.6666667,140,40,26.66666667,140,176.6666667,26.66666667,140,176.6666667
100,50,33.33333333,150,183.3333333,150,50,33.33333333,150,183.3333333,33.33333333,150,183.3333333
120,60,40,160,190,160,60,40,160,190,40,160,190
170,85,56.66666667,185,206.6666667,185,85,56.66666667,185,206.6666667,56.66666667,185,206.6666667
220,110,73.33333333,210,223.3333333,210,110,73.33333333,210,223.3333333,73.33333333,210,223.3333333
285,142.5,95,242.5,245,242.5,142.5,95,242.5,245,95,242.5,245
350,175,116.6666667,275,266.6666667,275,175,116.6666667,275,266.6666667,116.6666667,275,266.6666667
355,177.5,118.3333333,277.5,268.3333333,277.5,177.5,118.3333333,277.5,268.3333333,118.3333333,277.5,268.3333333
360,180,120,280,270,280,180,120,280,270,120,280,270
315,157.5,105,257.5,255,257.5,157.5,105,257.5,255,105,257.5,255
270,135,90,235,240,235,135,90,235,240,90,235,240
285,142.5,95,242.5,245,242.5,142.5,95,242.5,245,95,242.5,245
300,150,100,250,250,250,150,100,250,250,100,250,250
295,147.5,98.33333333,247.5,248.3333333,247.5,147.5,98.33333333,247.5,248.3333333,98.33333333,247.5,248.3333333
290,145,96.66666667,245,246.6666667,245,145,96.66666667,245,246.6666667,96.66666667,245,246.6666667
305,152.5,101.6666667,252.5,251.6666667,252.5,152.5,101.6666667,252.5,251.6666667,101.6666667,252.5,251.6666667
320,160,106.6666667,260,256.6666667,260,160,106.6666667,260,256.6666667,106.6666667,260,256.6666667
315,157.5,105,257.5,255,257.5,157.5,105,257.5,255,105,257.5,255
310,155,103.3333333,255,253.3333333,255,155,103.3333333,255,253.3333333,103.3333333,255,253.3333333
335,167.5,111.6666667,267.5,261.6666667,267.5,167.5,111.6666667,267.5,261.6666667,111.6666667,267.5,261.6666667
360,180,120,280,270,280,180,120,280,270,120,280,270
380,190,126.6666667,290,276.6666667,290,190,126.6666667,290,276.6666667,126.6666667,290,276.6666667
400,200,133.3333333,300,283.3333333,300,200,133.3333333,300,283.3333333,133.3333333,300,283.3333333
340,170,113.3333333,270,263.3333333,270,170,113.3333333,270,263.3333333,113.3333333,270,263.3333333
280,140,93.33333333,240,243.3333333,240,140,93.33333333,240,243.3333333,93.33333333,240,243.3333333
270,135,90,235,240,235,135,90,235,240,90,235,240
260,130,86.66666667,230,236.6666667,230,130,86.66666667,230,236.6666667,86.66666667,230,236.6666667
365,182.5,121.6666667,282.5,271.6666667,282.5,182.5,121.6666667,282.5,271.6666667,121.6666667,282.5,271.6666667
470,235,156.6666667,335,306.6666667,335,235,156.6666667,335,306.6666667,156.6666667,335,306.6666667
465,232.5,155,332.5,305,332.5,232.5,155,332.5,305,155,332.5,305
460,230,153.3333333,330,303.3333333,330,230,153.3333333,330,303.3333333,153.3333333,330,303.3333333
520,260,173.3333333,360,323.3333333,360,260,173.3333333,360,323.3333333,173.3333333,360,323.3333333
580,290,193.3333333,390,343.3333333,390,290,193.3333333,390,343.3333333,193.3333333,390,343.3333333
580,290,193.3333333,390,343.3333333,390,290,193.3333333,390,343.3333333,193.3333333,390,343.3333333
580,290,193.3333333,390,343.3333333,390,290,193.3333333,390,343.3333333,193.3333333,390,343.3333333
580,290,193.3333333,390,343.3333333,390,290,193.3333333,390,343.3333333,193.3333333,390,343.3333333
580,290,193.3333333,390,343.3333333,390,290,193.3333333,390,343.3333333,193.3333333,390,343.3333333
575,287.5,191.6666667,387.5,341.6666667,387.5,287.5,191.6666667,387.5,341.6666667,191.6666667,387.5,341.6666667
570,285,190,385,340,385,285,190,385,340,190,385,340
595,297.5,198.3333333,397.5,348.3333333,397.5,297.5,198.3333333,397.5,348.3333333,198.3333333,397.5,348.3333333
620,310,206.6666667,410,356.6666667,410,310,206.6666667,410,356.6666667,206.6666667,410,356.6666667
585,292.5,195,392.5,345,392.5,292.5,195,392.5,345,195,392.5,345
550,275,183.3333333,375,333.3333333,375,275,183.3333333,375,333.3333333,183.3333333,375,333.3333333
545,272.5,181.6666667,372.5,331.6666667,372.5,272.5,181.6666667,372.5,331.6666667,181.6666667,372.5,331.6666667
540,270,180,370,330,370,270,180,370,330,180,370,330
550,275,183.3333333,375,333.3333333,375,275,183.3333333,375,333.3333333,183.3333333,375,333.3333333
560,280,186.6666667,380,336.6666667,380,280,186.6666667,380,336.6666667,186.6666667,380,336.6666667
1795,897.5,598.3333333,997.5,748.3333333,997.5,897.5,598.3333333,997.5,748.3333333,598.3333333,997.5,748.3333333
3030,1515,1010,1615,1160,1615,1515,1010,1615,1160,1010,1615,1160
4275,2137.5,1425,2237.5,1575,2237.5,2137.5,1425,2237.5,1575,1425,2237.5,1575
5520,2760,1840,2860,1990,2860,2760,1840,2860,1990,1840,2860,1990
5560,2780,1853.333333,2880,2003.333333,2880,2780,1853.333333,2880,2003.333333,1853.333333,2880,2003.333333
5600,2800,1866.666667,2900,2016.666667,2900,2800,1866.666667,2900,2016.666667,1866.666667,2900,2016.666667
3135,1567.5,1045,1667.5,1195,1667.5,1567.5,1045,1667.5,1195,1045,1667.5,1195
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
665,332.5,221.6666667,432.5,371.6666667,432.5,332.5,221.6666667,432.5,371.6666667,221.6666667,432.5,371.6666667
660,330,220,430,370,430,330,220,430,370,220,430,370
635,317.5,211.6666667,417.5,361.6666667,417.5,317.5,211.6666667,417.5,361.6666667,211.6666667,417.5,361.6666667
610,305,203.3333333,405,353.3333333,405,305,203.3333333,405,353.3333333,203.3333333,405,353.3333333
620,310,206.6666667,410,356.6666667,410,310,206.6666667,410,356.6666667,206.6666667,410,356.6666667
630,315,210,415,360,415,315,210,415,360,210,415,360
